STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_JOBCA-SKLRE,Clear qualification and skill requirements,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_AUTOEV-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOCEN-DISSEV,Disseminate and communicate evaluation results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPLAN-MONEV,Monitor the implementation of policy evaluation results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPLAN-DEVAG,Develop and manage a cross-government evaluation agenda,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOCEN-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOPUBL-MONPG,Monitoring  government-wide policy goals,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINCEN,4.5 How is/are the unit(s) at the Institution at the Centre of Government financed?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINCEN-BUDALLOC,Through the budget allocation of the hosting institution,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_AM_INFOGUID-GUID3_TIT,Policy Evaluation Guideline 3-Title,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_AUTOEV-COMEV,By commissioning evaluations to external institutions or actors,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_CONSTI-other,Other elements,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINMOF-DEDLINE,Through a dedicated budget allocation earmarked for the unit(s),2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPLM-TRACKIM,Tracking and monitoring the implementation of policy evaluation results in their respective policy areas,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_CENTREQ-ALLEVcomment,All policies need to be evaluated. Please provide the weblink here:-comment,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_WCHSK-IO,International organisations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_STGSK-USEV,Ensuring the use of the results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_SPCETH-EVCOMP,"The competence of evaluators, including the necessary skills, knowledge, and expertise to carry out evaluations.",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_IMPGRP-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_EVALCHAMP-PUBLIC,Ministry of Public Sector Reform / Modernisation / Public Function or equivalent,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPUB-TRAIN,Provide trainings to policy evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOAUT-ADVBP,Advise government institution on best practices,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_ST_UNITNAMEPUB,4.3 Please name the specific unit(s) responsible for policy evaluation within the Ministry of Public Sector Reform or equivalent:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPLM-QUALEVI,Ensuring the quality of policy evaluations conducted by other departments within the line ministry,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_STGSK-EVTOP,Choosing evaluation topics,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_AM_INFOGUID-GUID2_NAME,Policy Evaluation Guideline 2-Name of the institution that issued the document,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_PROFST-TRAIN,There are specific training requirements for government evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_JOBCA,17.1 What do(es) the job category(ies) within the civil service involve?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_LEGALEM,29. At what level is policy evaluation across government legally embedded?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_PRIMLEG-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_INTROOBJ-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPLAN-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPUB,4.1 Please select the responsibilities of the Ministry of Public Sector Reform or equivalent in relation to policy evaluation:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPUB-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOMOF-MANSR,Managing the  spending review  process,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOMOF-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_AUTOEV-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_CONSTI-ETST,Standards for ethical conduct,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_PRIMLEG-QSEV,Requirements related to the quality standards of evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_INTROCHA-CHAL5,Unclear policy/programme objectives make it difficult to perform evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOMOF-MANPER,Managing the performance of the public sector,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINAUT-BUDALLOC,Through the budget allocation of the hosting institution,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SAI-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_PROFST,17. Are there any professional standards or accreditations required to work in policy evaluation roles in government?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_JOBCA-MANCA,Centrally managed careers,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_LEGALEM-NOEMB,It is not legally embedded,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_LEGALEM-NOEMBcomment,It is not legally embedded-comment,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SECLEG,29.1 Which elements are discussed in the Secondary legislation?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SYNTMET-SYRW,Systematic reviews,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_EVALCHAMP,4. Which of the following institutions within the executive branch of government have a formal mandate to centrally coordinate public policy evaluations across government?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOCEN-ADVBP,Advise government institution on best practices,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPLAN-CENGUID,Provide central  guidelines  for policy evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOPLAN-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOPUBL-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_ST_UNITNAMEMOF,4.3 Please name the specific unit(s) responsible for policy evaluation within the Ministry of Finance or equivalent:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINPLAN-SEPLINE,The evaluation unit prepares its budget and the central budget authority includes it in the government’s budget proposal without any changes,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINAUT-DEDLINE,Through a dedicated budget allocation earmarked for the unit(s),2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_GUDCONT-EVPL,Evaluation planning,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_PROFST-JOBCA,There is a specific job category for government evaluators within the civil service,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_SPCETH-EVINTcomment,The integrity of evaluators-comment,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_SPCETH-ETICOcomment,"Ethical considerations to protect the dignity, rights, safety and privacy of participants and other stakeholders-comment",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SECLEG-USEV,Requirements related to the use of evaluation findings into policy making,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOCEN-CONDEV,Conduct or commission cross-sectoral policy evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOAUT-TRAIN,Provide trainings to policy evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOCEN-MANSR,Managing the  spending review  process,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINMOF-BUDALLOC,Through the budget allocation of the hosting institution,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_UNITFINPLAN-BUDALLOC,Through the budget allocation of the hosting institution,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_WHICM,14.2 Which mechanisms are in place to ensure oversight of external evaluations?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_AM_INFOGUID-GUID4_TIT,Policy Evaluation Guideline 4-Title,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_AM_INFOGUID-GUID4_DAT,Policy Evaluation Guideline 4-Date of release (+ last update),2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_AM_INFOGUID-GUID5_LINK,Policy Evaluation Guideline 5-Please provide a weblink if available or share it via email,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SYNTMET-LITR,Literature reviews,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_INTROOBJ-GOVR,Measure the government's results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_INTROOBJ-REDP,(Re)design policies,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOMOF-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOAUT-DISSEV,Disseminate and communicate evaluation results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOMOF-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_EXTACT,6. Which of the following institutions beyond the executive have the mandate to conduct policy evaluations?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_CENTREQ,11. Are there central requirements to evaluate policies?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_CENTREQ-NOREQcomment,There are no central requirements establishing what policies should be evaluated.-comment,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_SPCETH-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_HIGGUID-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_BUDPRT-SP,Spending reviews,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SYNTMET-EVRAT,Evidence rating,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOPLAN-CONDEV,Conduct or commission cross-sectoral policy evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOAUT-MANSR,Managing the  spending review  process,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_EXTACT-NONE,None,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_WCHSK-CIT,Citizens,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_SPCETH-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_CONSTI-USEV,Requirements related to the use of evaluation findings into policy making,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SECLEG-EVARE,Policy areas (thematic) or programmes covered by the legal framework,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SECLEG-SKENG,Requirements related to stakeholder engagement,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_EVRESULT,30. How are public policy evaluation results used?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_SYNTMET,36.1 Which of the following methods are used to synthesise evidence?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_INTROCHA-CHAL10,Lack of adequate forward planning of evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_RESPOAUT-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ADDRESPOAUT-PREIPM,Promoting evidence-informed policymaking,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_KB,7. How are knowledge brokers  involved in strengthening the relationship between evaluations and decision-making in your country?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MCC_CENTREQ-GOVPROG,Policies that are part of the government programme or strategic plans need to be evaluated. Please provide the weblink here:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_WHICM-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_GUDCONT-EVCOM,Commissioning of evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_AM_INFOGUID-GUID3_DAT,Policy Evaluation Guideline 3-Date of release (+ last update),2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_ETHSTD-YSPEC,"Yes, there are specific ethical standards for government evaluators",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_PRIMLEG,29.1 Which elements are discussed in the Primary legislation?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,FRA,France,A,Annual,Q_MC_INTROCHA-other,"Other, please specify",2023,,,,A,Normal value,0,Units
